Id,SalePrice
1595,114155.02
1596,214486.44
1597,188157.7
1598,188443.89
1599,200797.81
1600,198672.56
1601,61017.684
1602,100520.43
1603,89674.49
1604,246248.0
1605,254747.03
1606,171605.08
1607,186836.98
1608,194654.7
1609,183497.92
1610,166953.95
1611,149485.4
1612,171777.11
1613,158425.19
1614,129340.055
1615,90033.43
1616,82079.85
1617,86418.16
1618,122975.47
1619,151976.38
1620,199077.66
1621,140896.1
1622,161018.56
1623,259228.52
1624,214905.44
1625,121907.87
1626,164290.33
1627,183598.78
1628,280150.66
1629,180240.69
1630,371826.72
1631,212957.11
1632,245389.66
1633,173464.83
1634,198835.33
1635,184990.02
1636,153382.2
1637,199228.25
1638,210667.22
1639,186338.47
1640,246086.72
1641,183980.02
1642,229583.66
1643,233164.84
1644,234131.81
1645,227357.84
1646,153841.72
1647,167416.58
1648,146988.45
1649,135015.44
1650,129436.07
1651,128192.766
1652,95421.805
1653,96151.92
1654,141821.95
1655,152658.08
1656,142170.84
1657,141128.27
1658,158986.52
1659,131249.75
1660,159095.8
1661,534555.75
1662,372886.34
1663,482057.66
1664,595482.1
1665,341612.06
1666,302365.5
1667,346752.47
1668,344369.06
1669,303765.84
1670,346416.84
1671,251079.53
1672,518282.3
1673,297419.53
1674,263653.8
1675,172999.55
1676,194385.3
1677,185714.03
1678,579758.5
1679,361657.2
1680,396272.25
1681,349856.78
1682,317393.47
1683,187656.19
1684,188175.45
1685,188278.23
1686,183311.16
1687,167543.25
1688,198465.1
1689,194865.72
1690,193563.0
1691,170741.05
1692,268644.94
1693,172522.02
1694,183306.2
1695,171134.77
1696,248445.1
1697,170434.19
1698,352411.78
1699,345340.72
1700,260987.16
1701,254886.72
1702,269865.53
1703,273423.2
1704,281745.97
1705,210646.73
1706,420452.8
1707,195905.02
1708,196817.53
1709,287729.4
1710,244638.67
1711,261345.84
1712,287523.06
1713,242391.86
1714,221001.62
1715,212513.97
1716,182658.56
1717,180735.39
1718,134712.62
1719,213444.56
1720,241595.22
1721,170306.44
1722,128103.055
1723,156841.61
1724,191497.17
1725,234242.44
1726,212761.67
1727,173800.19
1728,185791.67
1729,165984.36
1730,162257.31
1731,135240.38
1732,147599.06
1733,121781.49
1734,127028.36
1735,145519.05
1736,122221.83
1737,370596.4
1738,237027.23
1739,240457.44
1740,232856.97
1741,187367.97
1742,176773.05
1743,177330.81
1744,332582.4
1745,250646.94
1746,242202.73
1747,219154.34
1748,241190.3
1749,174415.3
1750,153031.27
1751,248379.86
1752,122488.16
1753,163595.86
1754,215554.81
1755,169382.11
1756,137721.25
1757,124027.57
1758,143895.69
1759,170851.56
1760,165691.17
1761,143849.86
1762,196075.86
1763,168005.97
1764,126241.664
1765,202743.69
1766,171831.12
1767,186515.88
1768,159148.81
1769,161376.61
1770,145365.19
1771,138896.81
1772,151487.14
1773,137352.31
1774,150643.77
1775,133026.28
1776,137089.31
1777,105324.91
1778,149296.83
1779,136152.92
1780,169079.72
1781,134265.38
1782,95679.484
1783,148025.56
1784,122360.1
1785,104920.15
1786,205273.88
1787,188257.98
1788,72093.98
1789,107608.516
1790,79815.28
1791,205937.81
1792,151630.27
1793,135301.03
1794,163580.11
1795,131691.38
1796,127601.75
1797,125140.38
1798,123198.516
1799,120895.2
1800,131316.38
1801,123158.23
1802,138381.97
1803,156804.06
1804,137064.12
1805,126963.6
1806,111630.78
1807,153832.28
1808,118962.01
1809,154262.22
1810,149248.67
1811,94144.2
1812,112895.01
1813,110606.19
1814,98924.2
1815,79675.3
1816,118630.99
1817,159333.8
1818,176859.89
1819,123910.89
1820,72509.87
1821,114384.02
1822,151098.36
1823,54627.89
1824,116291.3
1825,142516.33
1826,94511.46
1827,98291.02
1828,124139.91
1829,118760.586
1830,158326.61
1831,164939.94
1832,124418.98
1833,148729.69
1834,131820.7
1835,134700.38
1836,114789.125
1837,101040.414
1838,124478.78
1839,114151.625
1840,133044.31
1841,135916.64
1842,112744.836
1843,132278.14
1844,143471.31
1845,146124.27
1846,146355.94
1847,182345.42
1848,85431.15
1849,126866.32
1850,120840.9
1851,149314.89
1852,126517.43
1853,141400.0
1854,165912.47
1855,170147.58
1856,220070.4
1857,211499.31
1858,162419.52
1859,141308.36
1860,162030.27
1861,141308.36
1862,222946.64
1863,222946.64
1864,222946.64
1865,316183.22
1866,319494.2
1867,240762.03
1868,294146.72
1869,195791.5
1870,247798.56
1871,257049.17
1872,178291.22
1873,236829.52
1874,130732.664
1875,203425.55
1876,196050.77
1877,202474.39
1878,204003.22
1879,127837.64
1880,142393.94
1881,227893.88
1882,224880.66
1883,213075.39
1884,217215.9
1885,222883.2
1886,300479.1
1887,200674.14
1888,260740.84
1889,162448.55
1890,121188.41
1891,132089.67
1892,101753.56
1893,138715.25
1894,117823.06
1895,141080.9
1896,100036.42
1897,119396.02
1898,146493.64
1899,153207.22
1900,144704.02
1901,170367.33
1902,162517.78
1903,219518.8
1904,141616.58
1905,200945.3
1906,167524.89
1907,212162.83
1908,120973.77
1909,136316.03
1910,121347.086
1911,210664.94
1912,324458.2
1913,179434.31
1914,70528.17
1915,260918.7
1916,56661.91
1917,264276.72
1918,134155.16
1919,187222.11
1920,173938.03
1921,379087.06
1922,402223.88
1923,223440.61
1924,236972.66
1925,227126.8
1926,376513.84
1927,125101.375
1928,161813.4
1929,131844.16
1930,130091.64
1931,142139.8
1932,137607.05
1933,234402.78
1934,178733.02
1935,181867.97
1936,188635.28
1937,180522.0
1938,179372.64
1939,249670.92
1940,201532.6
1941,179431.7
1942,187341.0
1943,214366.83
1944,309104.97
1945,399135.0
1946,175397.44
1947,314188.72
1948,187985.23
1949,235765.1
1950,189065.98
1951,264244.22
1952,247610.75
1953,160800.47
1954,206822.06
1955,151123.56
1956,266381.56
1957,172725.47
1958,286001.22
1959,151574.45
1960,113467.47
1961,134703.58
1962,95421.805
1963,100155.555
1964,108586.164
1965,146557.47
1966,147963.45
1967,274553.4
1968,425397.8
1969,479386.4
1970,457178.66
1971,526503.5
1972,341231.53
1973,306610.47
1974,310914.0
1975,560203.3
1976,279051.97
1977,345524.25
1978,378936.7
1979,465871.34
1980,189609.27
1981,423833.84
1982,221134.75
1983,218162.39
1984,185209.42
1985,219252.81
1986,211634.22
1987,177931.66
1988,183463.56
1989,206950.22
1990,218223.45
1991,183868.62
1992,213823.66
1993,176436.95
1994,247717.23
1995,182784.34
1996,254751.34
1997,307750.9
1998,361800.8
1999,263501.72
2000,322558.94
2001,281395.12
2002,226489.62
2003,272253.75
2004,266869.25
2005,215407.2
2006,216563.33
2007,272389.56
2008,188867.16
2009,210556.64
2010,204996.77
2011,138401.97
2012,173555.94
2013,196303.2
2014,201067.1
2015,208532.89
2016,205435.73
2017,212671.97
2018,129477.35
2019,129125.6
2020,114792.74
2021,118009.48
2022,199265.9
2023,133713.7
2024,254545.48
2025,521958.2
2026,183077.98
2027,158083.86
2028,159820.12
2029,169189.1
2030,278934.3
2031,264053.38
2032,263355.34
2033,266795.5
2034,175808.67
2035,210869.72
2036,198663.47
2037,198663.47
2038,315447.53
2039,205551.52
2040,443004.84
2041,259570.97
2042,217013.39
2043,191183.89
2044,191280.9
2045,197834.89
2046,156055.88
2047,152603.56
2048,156813.75
2049,144618.72
2050,177109.48
2051,115012.89
2052,143141.1
2053,145229.22
2054,102827.09
2055,161811.5
2056,138148.56
2057,122215.89
2058,217923.08
2059,137959.48
2060,171853.27
2061,175311.55
2062,136017.83
2063,118204.93
2064,145423.39
2065,131631.05
2066,164876.48
2067,149451.03
2068,154338.25
2069,95153.47
2070,107263.45
2071,112412.27
2072,127492.555
2073,144080.03
2074,174215.33
2075,140676.11
2076,133138.25
2077,149654.7
2078,122758.09
2079,124337.66
2080,117222.305
2081,112217.62
2082,129587.93
2083,138016.5
2084,121314.07
2085,130904.51
2086,117371.25
2087,115864.87
2088,119425.375
2089,88793.13
2090,160373.27
2091,103499.65
2092,121688.56
2093,115959.484
2094,129488.12
2095,121969.15
2096,84102.62
2097,99624.68
2098,129673.43
2099,88212.31
2100,109946.1
2101,123418.16
2102,142000.47
2103,96112.54
2104,165534.03
2105,160278.78
2106,101161.63
2107,236378.31
2108,114761.59
2109,106581.7
2110,136901.66
2111,137303.19
2112,119461.49
2113,105425.07
2114,122937.4
2115,124188.445
2116,113213.35
2117,128511.125
2118,104529.586
2119,106180.25
2120,112039.09
2121,117255.64
2122,116584.88
2123,85170.164
2124,169136.7
2125,170403.1
2126,135199.7
2127,185447.84
2128,146115.31
2129,122179.14
2130,134492.2
2131,165444.88
2132,118068.664
2133,110261.1
2134,110793.96
2135,105408.5
2136,73376.87
2137,135905.84
2138,138661.53
2139,141816.9
2140,132658.19
2141,145649.05
2142,130208.234
2143,146306.3
2144,131219.84
2145,136437.17
2146,183954.31
2147,175238.47
2148,139926.83
2149,138781.27
2150,211208.4
2151,100792.84
2152,140812.16
2153,181741.47
2154,107649.055
2155,144345.83
2156,244318.56
2157,233874.36
2158,220795.08
2159,218367.83
2160,166275.38
2161,265603.84
2162,462203.28
2163,394551.16
2164,256746.73
2165,202376.3
2166,146129.4
2167,201368.28
2168,195890.14
2169,206854.44
2170,221412.8
2171,163389.78
2172,150249.2
2173,186452.1
2174,233797.42
2175,297582.06
2176,285391.1
2177,250945.14
2178,218630.06
2179,152668.05
2180,204754.31
2181,195657.77
2182,214254.22
2183,191779.8
2184,134989.0
2185,132758.7
2186,136829.23
2187,139740.64
2188,143852.9
2189,281580.5
2190,83629.664
2191,83923.33
2192,85681.31
2193,98711.53
2194,97675.11
2195,109189.625
2196,107652.836
2197,105253.96
2198,138438.62
2199,175741.16
2200,145826.08
2201,152328.95
2202,192943.75
2203,172416.69
2204,152476.72
2205,128572.234
2206,148677.39
2207,224966.89
2208,225385.78
2209,212274.05
2210,121291.93
2211,91921.57
2212,91950.29
2213,92450.13
2214,134271.1
2215,87333.98
2216,132730.58
2217,95779.16
2218,97847.164
2219,74787.02
2220,96278.1
2221,265754.16
2222,236923.12
2223,268083.3
2224,185575.73
2225,162427.66
2226,177345.81
2227,214713.53
2228,260916.17
2229,236499.73
2230,166953.95
2231,209535.34
2232,197534.9
2233,189416.27
2234,216413.94
2235,233090.6
2236,297484.8
2237,335449.1
2238,173335.67
2239,126345.14
2240,154268.81
2241,145161.64
2242,124562.49
2243,111250.77
2244,96522.07
2245,101516.98
2246,133216.83
2247,113566.9
2248,131899.4
2249,117967.086
2250,131371.83
2251,143188.83
2252,161050.9
2253,156217.64
2254,182132.72
2255,192221.05
2256,191021.02
2257,225943.62
2258,165163.6
2259,182209.55
2260,155823.31
2261,204801.34
2262,207247.97
2263,307895.16
2264,555728.0
2265,153697.22
2266,292714.16
2267,398432.94
2268,385990.44
2269,171944.25
2270,191232.22
2271,201847.67
2272,189195.92
2273,161442.44
2274,175857.12
2275,163024.97
2276,210702.92
2277,190737.0
2278,153720.08
2279,121357.02
2280,116182.16
2281,165800.69
2282,175923.33
2283,81000.96
2284,99606.695
2285,144353.44
2286,124554.91
2287,361887.0
2288,277187.56
2289,355798.16
2290,527442.1
2291,303750.56
2292,500412.34
2293,544296.3
2294,399912.75
2295,538530.56
2296,297451.47
2297,314134.9
2298,429194.94
2299,374596.1
2300,325847.12
2301,267906.34
2302,242835.06
2303,255512.64
2304,284635.72
2305,186412.66
2306,186412.66
2307,181549.19
2308,229901.73
2309,300612.7
2310,217256.81
2311,194819.1
2312,182667.73
2313,179109.84
2314,175081.8
2315,177984.02
2316,197592.36
2317,172684.86
2318,188086.69
2319,187881.39
2320,178134.6
2321,229757.08
2322,177530.78
2323,169664.84
2324,171751.39
2325,202790.48
2326,168188.83
2327,212056.58
2328,222932.94
2329,184663.86
2330,188576.47
2331,354614.94
2332,469767.34
2333,313203.3
2334,267640.0
2335,249407.98
2336,317739.3
2337,188917.34
2338,253575.3
2339,211213.12
2340,465966.94
2341,200683.03
2342,216968.55
2343,218236.4
2344,232540.9
2345,269000.1
2346,214606.84
2347,187035.22
2348,234071.28
2349,193924.17
2350,269997.7
2351,242942.16
2352,273239.72
2353,242437.92
2354,125403.125
2355,161901.88
2356,162877.7
2357,197193.34
2358,204328.44
2359,128906.766
2360,125809.875
2361,148821.72
2362,262865.28
2363,148204.55
2364,157639.47
2365,213716.78
2366,201840.88
2367,214666.14
2368,191545.84
2369,216738.8
2370,168260.97
2371,180931.55
2372,184716.34
2373,247851.81
2374,304069.8
2375,218911.92
2376,307824.4
2377,372862.38
2378,155183.64
2379,226054.48
2380,142507.08
2381,167816.8
2382,200763.11
2383,191571.88
2384,232412.02
2385,158286.12
2386,126282.69
2387,128865.04
2388,112793.4
2389,131721.6
2390,140041.1
2391,138387.7
2392,124321.234
2393,162257.44
2394,152398.08
2395,205679.02
2396,144631.62
2397,181928.34
2398,135002.55
2399,89786.695
2400,80305.375
2401,108904.79
2402,137099.16
2403,137918.9
2404,151646.55
2405,155644.88
2406,132825.72
2407,127806.69
2408,147993.67
2409,134637.73
2410,164252.75
2411,124847.61
2412,158827.78
2413,143089.45
2414,135007.28
2415,136490.69
2416,130647.56
2417,129956.43
2418,126987.23
2419,122063.07
2420,125679.59
2421,145264.6
2422,118728.09
2423,142727.16
2424,134262.27
2425,204200.5
2426,130246.63
2427,141123.64
2428,179649.72
2429,126946.07
2430,125424.55
2431,133969.16
2432,134125.77
2433,138732.17
2434,146680.4
2435,144226.45
2436,111597.42
2437,118868.75
2438,133313.06
2439,136777.39
2440,117197.336
2441,94673.54
2442,93302.734
2443,111835.914
2444,112643.586
2445,87896.0
2446,164895.8
2447,242834.48
2448,140602.72
2449,142019.31
2450,139487.31
2451,126742.31
2452,220386.3
2453,93239.26
2454,122620.81
2455,117660.44
2456,118625.82
2457,111018.375
2458,118666.71
2459,122270.58
2460,145600.4
2461,110606.19
2462,122657.055
2463,115337.266
2464,192094.44
2465,120872.2
2466,112876.25
2467,144036.6
2468,97262.445
2469,98973.27
2470,200063.27
2471,178944.38
2472,154926.02
2473,116377.445
2474,105490.51
2475,229047.64
2476,108601.24
2477,120115.84
2478,155812.72
2479,119120.336
2480,163951.72
2481,125327.13
2482,131590.45
2483,122736.336
2484,134071.88
2485,131264.16
2486,145665.38
2487,215894.5
2488,124697.48
2489,149138.16
2490,133028.4
2491,120878.99
2492,194186.61
2493,136086.33
2494,157451.86
2495,105376.77
2496,251604.31
2497,126931.34
2498,122967.39
2499,83463.336
2500,134934.78
2501,130818.28
2502,121797.04
2503,103694.555
2504,183929.0
2505,216627.05
2506,266233.22
2507,320462.66
2508,261841.28
2509,213591.67
2510,242149.08
2511,180222.08
2512,218782.02
2513,217933.75
2514,255823.97
2515,139600.06
2516,164140.2
2517,137431.84
2518,142663.83
2519,227038.05
2520,216014.67
2521,202596.0
2522,219010.48
2523,138806.81
2524,145177.42
2525,145887.52
2526,145035.48
2527,125725.69
2528,135686.17
2529,137986.14
2530,136524.4
2531,265691.44
2532,220686.03
2533,218693.97
2534,215477.55
2535,273038.47
2536,227104.48
2537,211318.44
2538,191260.47
2539,186744.62
2540,170511.75
2541,183541.53
2542,181390.42
2543,152394.72
2544,124304.945
2545,119827.52
2546,136334.03
2547,137190.12
2548,165196.34
2549,153283.16
2550,641142.7
2551,132089.67
2552,127570.414
2553,83849.79
2554,104002.836
2555,116955.86
2556,99869.68
2557,120050.48
2558,174348.55
2559,145107.19
2560,133665.77
2561,139038.53
2562,151568.6
2563,152630.9
2564,205479.2
2565,165603.69
2566,154514.89
2567,133233.84
2568,197019.25
2569,194141.7
2570,121291.93
2571,187364.42
2572,174546.9
2573,195904.22
2574,320570.75
2575,115011.68
2576,147000.23
2577,172069.2
2578,83049.38
2579,61867.22
2580,101892.3
2581,137455.06
2582,118921.02
2583,232703.52
2584,160026.69
2585,178214.06
2586,195352.42
2587,181881.12
2588,139550.89
2589,141655.39
2590,216781.55
2591,248981.05
2592,229359.5
2593,218562.45
2594,179314.83
2595,210597.19
2596,339158.84
2597,206928.45
2598,258526.97
2599,367412.0
2600,166777.12
2601,145365.34
2602,87145.17
2603,93671.86
2604,80265.52
2605,86393.516
2606,150923.34
2607,201159.31
2608,185908.48
2609,171785.34
2610,122084.15
2611,143137.69
2612,147497.5
2613,129873.57
2614,124272.484
2615,162885.1
2616,129999.516
2617,174247.42
2618,191543.77
2619,192512.42
2620,194125.38
2621,177265.55
2622,200534.06
2623,227775.8
2624,263327.78
2625,402881.22
2626,165210.58
2627,188876.77
2628,459341.75
2629,486714.53
2630,333052.1
2631,564440.44
2632,453765.0
2633,285340.3
2634,491998.16
2635,149359.47
2636,204749.75
2637,205434.0
2638,257307.02
2639,186890.17
2640,153921.38
2641,123034.84
2642,185272.42
2643,109445.24
2644,118787.06
2645,90074.76
2646,85108.766
2647,92357.75
2648,150607.31
2649,147238.66
2650,144943.48
2651,143564.9
2652,367114.0
2653,277278.62
2654,251170.58
2655,497546.8
2656,387793.94
2657,326684.22
2658,270458.72
2659,301227.56
2660,323145.06
2661,434715.53
2662,420101.03
2663,289202.12
2664,301485.0
2665,389832.84
2666,373971.62
2667,183963.55
2668,190122.98
2669,174115.81
2670,275033.44
2671,188474.0
2672,187467.72
2673,208950.95
2674,205725.11
2675,180598.86
2676,194594.47
2677,192680.8
2678,252550.08
2679,285524.47
2680,283920.47
2681,472910.34
2682,341475.4
2683,538905.1
2684,327911.38
2685,344229.34
2686,266339.03
2687,281160.9
2688,208769.33
2689,216549.48
2690,383793.1
2691,215060.45
2692,139122.2
2693,190567.52
2694,128270.586
2695,201565.16
2696,191060.08
2697,200594.75
2698,210253.77
2699,186369.67
2700,175424.62
2701,157940.45
2702,132431.73
2703,127427.336
2704,140993.72
2705,120085.36
2706,119832.85
2707,141795.67
2708,123988.336
2709,113547.195
2710,122506.98
2711,323101.03
2712,388669.2
2713,181459.36
2714,158781.03
2715,177918.08
2716,153890.62
2717,201190.02
2718,225048.27
2719,161632.77
2720,176993.2
2721,139349.8
2722,177141.75
2723,145971.98
2724,133748.5
2725,134746.03
2726,141113.31
2727,156589.4
2728,170322.61
2729,153565.16
2730,146110.95
2731,116361.08
2732,127361.26
2733,164844.05
2734,158442.16
2735,138768.28
2736,145930.53
2737,118542.95
2738,137565.33
2739,154168.36
2740,134511.88
2741,149112.33
2742,143206.14
2743,149588.02
2744,168351.9
2745,132768.19
2746,129241.9
2747,141925.23
2748,132387.0
2749,126312.57
2750,131059.625
2751,127143.695
2752,189367.36
2753,163095.56
2754,232924.34
2755,125685.13
2756,86299.12
2757,98142.65
2758,86114.26
2759,159764.98
2760,134089.44
2761,166453.95
2762,144696.83
2763,190940.38
2764,157204.62
2765,272018.3
2766,122834.15
2767,100388.0
2768,122411.08
2769,134718.22
2770,147182.67
2771,123793.63
2772,112847.56
2773,214663.7
2774,120678.0
2775,111975.44
2776,129338.25
2777,153924.4
2778,115072.92
2779,172464.8
2780,97146.42
2781,98033.46
2782,98980.67
2783,119203.195
2784,127166.61
2785,140364.56
2786,80248.5
2787,110893.27
2788,77891.97
2789,205173.0
2790,108866.445
2791,122792.31
2792,63010.516
2793,158729.73
2794,117235.59
2795,105425.07
2796,94167.71
2797,200950.83
2798,130945.09
2799,110408.98
2800,74282.29
2801,88482.54
2802,119912.95
2803,150597.48
2804,149926.69
2805,92926.32
2806,93682.086
2807,146155.16
2808,149251.47
2809,135989.0
2810,129692.57
2811,167625.16
2812,151710.38
2813,163418.69
2814,160574.31
2815,106767.81
2816,215412.31
2817,156483.05
2818,139156.44
2819,190016.73
2820,132163.17
2821,99806.086
2822,184338.48
2823,272364.44
2824,209472.14
2825,155808.52
2826,123839.83
2827,119944.414
2828,241325.84
2829,183780.48
2830,226075.72
2831,189352.03
2832,244863.66
2833,265512.12
2834,218279.97
2835,232754.53
2836,194350.62
2837,176445.05
2838,147902.52
2839,192040.03
2840,192849.94
2841,213333.08
2842,220082.06
2843,180279.81
2844,170897.31
2845,123287.5
2846,216602.7
2847,197228.44
2848,201904.28
2849,215010.72
2850,264205.47
2851,224430.42
2852,202352.69
2853,253729.9
2854,151720.27
2855,194139.05
2856,212233.38
2857,205776.33
2858,186534.69
2859,143784.17
2860,124034.07
2861,128060.07
2862,193511.78
2863,118229.64
2864,239626.95
2865,131451.67
2866,173245.1
2867,92543.055
2868,120420.766
2869,115911.66
2870,153244.03
2871,99101.95
2872,65660.24
2873,98923.664
2874,132790.19
2875,120076.516
2876,156193.2
2877,139168.23
2878,173425.31
2879,127051.88
2880,112651.45
2881,157626.8
2882,149173.16
2883,202780.67
2884,179410.14
2885,186009.48
2886,226765.38
2887,89026.85
2888,124577.13
2889,61822.33
2890,79022.586
2891,113150.195
2892,58797.016
2893,97099.96
2894,62012.7
2895,241614.1
2896,246248.0
2897,186735.78
2898,145296.56
2899,197088.62
2900,150233.33
2901,191152.72
2902,199694.12
2903,296123.03
2904,373427.12
2905,116759.63
2906,172602.62
2907,94155.336
2908,128508.36
2909,142484.02
2910,85036.35
2911,87145.17
2912,142180.62
2913,85688.04
2914,79344.58
2915,84599.04
2916,85688.04
2917,166497.27
2918,123660.93
2919,203891.3
